ProductKey,CustomerKey,DateKey,GeographyKey,BrandKey,Quantity,Net Price,SalesAmount
683,18840,1,50,9,1,122.55,122.55
683,18841,1,24,9,1,122.55,122.55
736,18841,1,24,9,1,112.1,112.1
7,19036,1,51,1,1,20.4915,20.4915
7,19036,1,51,1,2,20.4915,40.983
683,18841,1,24,9,2,122.55,245.1
736,18841,1,24,9,2,112.1,224.2
709,18840,1,50,9,2,110.2,220.4
572,18824,1,49,9,2,180.5,361.0
2145,18813,1,1,4,2,123.405,246.81
2124,17164,1,52,1,2,422.75,845.5
1270,18813,1,1,1,2,6.6025,13.205
1763,4750,1,53,2,2,94.7625,189.525
1452,18813,1,1,5,2,278.35,556.7
2206,18813,1,1,4,2,604.1905,1208.381
1552,18813,1,1,5,2,378.1,756.2
1253,18813,1,1,1,2,18.9905,37.981
1230,18813,1,1,7,2,1453.5,2907.0
1322,18813,1,1,1,2,31.3405,62.681
1261,18813,1,1,1,2,35.1405,70.281
933,18813,1,1,8,2,52.25,104.5
1776,15268,1,54,2,2,40.85,81.7
2290,18813,1,1,9,2,113.9905,227.981
1010,18813,1,1,6,2,177.555,355.11
1186,18813,1,1,7,2,817.0,1634.0
2173,18813,1,1,7,2,154.85,309.7
2104,18813,1,1,1,2,244.625,489.25
1553,18813,1,1,5,2,254.6,509.2
1628,18813,1,1,1,2,13.1955,26.391
1666,14157,1,6,2,2,16.0455,32.091
1666,15059,1,42,2,2,16.0455,32.091
1666,15106,1,28,2,2,16.0455,32.091
949,18813,1,1,6,2,254.6,509.2
186,18813,1,1,8,2,85.405,170.81
2235,18813,1,1,10,2,96.8905,193.781
1666,18223,1,32,2,2,16.0455,32.091
1666,18254,1,13,2,2,16.0455,32.091
2493,18813,1,1,1,2,23.7405,47.481
2492,18813,1,1,1,2,23.7405,47.481
2492,18813,1,1,1,3,23.7405,71.2215
744,18813,1,1,1,3,37.905,113.715
2053,18813,1,1,3,3,94.9905,284.9715
2365,18813,1,1,1,3,379.9905,1139.9715
1497,18813,1,1,5,3,253.65,760.95
956,18813,1,1,6,3,188.1,564.3
2382,18813,1,1,1,3,104.4905,313.4715
1253,18813,1,1,1,3,18.9905,56.971500000000006
1230,18813,1,1,7,3,1453.5,4360.5
929,18813,1,1,8,3,32.2905,96.8715
1776,15273,1,14,2,3,40.85,122.55000000000001
2345,18813,1,1,3,3,218.4905,655.4715
1646,18813,1,1,1,3,151.9905,455.9715
1010,18813,1,1,6,3,177.555,532.665
300,18813,1,1,8,3,208.05,624.1500000000001
197,17606,1,55,3,3,284.905,854.7149999999999
1628,18813,1,1,1,3,13.1955,39.5865
1666,14065,1,32,2,3,16.0455,48.1365
1666,14177,1,56,2,3,16.0455,48.1365
1666,14293,1,19,2,3,16.0455,48.1365
1164,18813,1,1,7,3,171.0,513.0
1666,16643,1,43,2,3,16.0455,48.1365
186,18813,1,1,8,3,85.405,256.21500000000003
2235,18813,1,1,10,3,96.8905,290.67150000000004
1666,17259,1,13,2,3,16.0455,48.1365
1666,17270,1,55,2,3,16.0455,48.1365
1666,18046,1,23,2,3,16.0455,48.1365
2493,18813,1,1,1,3,23.7405,71.2215
592,18824,1,49,1,3,474.05,1422.15
683,18840,1,50,9,3,122.55,367.65
736,18841,1,24,9,3,112.1,336.29999999999995
2492,18813,1,1,1,4,23.7405,94.962
2493,18813,1,1,1,4,23.7405,94.962
2145,18813,1,1,4,4,123.405,493.62
744,18813,1,1,1,4,37.905,151.62
2053,18813,1,1,3,4,94.9905,379.962
2124,17159,1,16,1,4,422.75,1691.0
2365,18813,1,1,1,4,379.9905,1519.962
1270,18813,1,1,1,4,6.6025,26.41
1497,18813,1,1,5,4,253.65,1014.6
1452,18813,1,1,5,4,278.35,1113.4
2206,18813,1,1,4,4,604.1905,2416.762
1552,18813,1,1,5,4,378.1,1512.4
956,18813,1,1,6,4,188.1,752.4
755,18813,1,1,1,4,24.225,96.9
2382,18813,1,1,1,4,104.4905,417.962
1763,4780,1,53,2,4,94.7625,379.05
1322,18813,1,1,1,4,31.3405,125.362
929,18813,1,1,8,4,32.2905,129.162
1261,18813,1,1,1,4,35.1405,140.562
2290,18813,1,1,9,4,113.9905,455.962
2345,18813,1,1,3,4,218.4905,873.962
1646,18813,1,1,1,4,151.9905,607.962
300,18813,1,1,8,4,208.05,832.2
1186,18813,1,1,7,4,817.0,3268.0
2173,18813,1,1,7,4,154.85,619.4
2104,18813,1,1,1,4,244.625,978.5
1553,18813,1,1,5,4,254.6,1018.4
1666,14173,1,20,2,4,16.0455,64.182
1666,15098,1,13,2,4,16.0455,64.182
1666,15540,1,15,2,4,16.0455,64.182
1666,15690,1,16,2,4,16.0455,64.182
1666,16459,1,16,2,4,16.0455,64.182
1666,16617,1,36,2,4,16.0455,64.182
1666,16628,1,54,2,4,16.0455,64.182
1666,16663,1,12,2,4,16.0455,64.182
1666,17078,1,5,2,4,16.0455,64.182
192,5970,1,38,3,4,569.05,2276.2
1666,18238,1,18,2,4,16.0455,64.182
1666,18247,1,19,2,4,16.0455,64.182
1593,18813,1,1,8,4,13.1955,52.782
572,18824,1,49,9,4,180.5,722.0
709,18840,1,50,9,4,110.2,440.8
7,19036,1,51,1,4,20.4915,81.966
1728,11805,3,57,2,1,63.84,63.84
1728,11807,3,58,2,1,63.84,63.84
1728,11810,3,59,2,1,63.84,63.84
1728,11811,3,60,2,1,63.84,63.84
249,9846,3,58,1,1,159.2,159.2
249,9848,3,61,1,1,159.2,159.2
279,9855,3,59,1,1,239.2,239.2
1884,6112,3,62,1,1,1454.4,1454.4
1884,6114,3,63,1,1,1454.4,1454.4
1884,6195,3,64,1,1,1454.4,1454.4
1840,6199,3,57,3,1,1279.2,1279.2
1840,6200,3,62,3,1,1279.2,1279.2
1840,6201,3,65,3,1,1279.2,1279.2
1840,6202,3,59,3,1,1279.2,1279.2
1819,9057,3,62,2,1,25.6,25.6
1594,4668,3,60,8,1,7.992,7.992
1594,4673,3,60,8,1,7.992,7.992
1594,4681,3,66,8,1,7.992,7.992
379,9894,3,67,4,2,260.8,521.6
1884,6115,3,68,1,2,1454.4,2908.8
1819,9044,3,69,2,2,25.6,51.2
1840,6198,3,70,3,2,1279.2,2558.4
1728,11806,3,71,2,3,63.84,191.52
1728,11816,3,57,2,3,63.84,191.52
1594,4675,3,72,8,3,7.992,23.976
1689,12275,6,10,8,1,4.731,4.731
1689,12277,6,2,8,1,4.731,4.731
1689,12278,6,34,8,1,4.731,4.731
1689,12279,6,45,8,1,4.731,4.731
1689,12328,6,46,8,1,4.731,4.731
1689,12380,6,73,8,1,4.731,4.731
1689,12518,6,3,8,1,4.731,4.731
1689,12550,6,41,8,1,4.731,4.731
1689,12559,6,54,8,1,4.731,4.731
1689,12565,6,9,8,1,4.731,4.731
1689,12667,6,74,8,1,4.731,4.731
1689,12668,6,53,8,1,4.731,4.731
1689,12688,6,14,8,1,4.731,4.731
1689,12689,6,56,8,1,4.731,4.731
1689,12693,6,7,8,1,4.731,4.731
1689,12694,6,13,8,1,4.731,4.731
1689,12695,6,48,8,1,4.731,4.731
1689,12696,6,15,8,1,4.731,4.731
1689,12698,6,75,8,1,4.731,4.731
1689,12699,6,12,8,1,4.731,4.731
1689,12700,6,42,8,1,4.731,4.731
1689,12701,6,76,8,1,4.731,4.731
1689,12787,6,8,8,1,4.731,4.731
1689,12788,6,16,8,1,4.731,4.731
1689,12790,6,30,8,1,4.731,4.731
1689,12791,6,76,8,1,4.731,4.731
1689,12792,6,4,8,1,4.731,4.731
1689,12793,6,29,8,1,4.731,4.731
1689,12795,6,46,8,1,4.731,4.731
1757,4839,6,22,2,1,53.105,53.105
1757,4840,6,38,2,1,53.105,53.105
1757,5219,6,7,2,1,53.105,53.105
1757,5223,6,16,2,1,53.105,53.105
1757,5224,6,39,2,1,53.105,53.105
197,18328,6,53,3,1,284.905,284.905
197,18330,6,77,3,1,284.905,284.905
197,18335,6,4,3,1,284.905,284.905
1874,5083,6,8,1,1,1727.1,1727.1
1874,5085,6,78,1,1,1727.1,1727.1
1874,5088,6,16,1,1,1727.1,1727.1
1874,5089,6,3,1,1,1727.1,1727.1
1857,5846,6,26,11,1,2520.255,2520.255
1857,5853,6,15,11,1,2520.255,2520.255
1857,5854,6,28,11,1,2520.255,2520.255
1857,5855,6,35,11,1,2520.255,2520.255
1857,5862,6,18,11,1,2520.255,2520.255
1857,5863,6,31,11,1,2520.255,2520.255
1857,5866,6,45,11,1,2520.255,2520.255
1830,5073,6,3,3,1,1519.05,1519.05
1830,5075,6,79,3,1,1519.05,1519.05
1830,5076,6,4,3,1,1519.05,1519.05
1830,5077,6,14,3,1,1519.05,1519.05
1830,5078,6,12,3,1,1519.05,1519.05
1830,5080,6,27,3,1,1519.05,1519.05
1830,5081,6,54,3,1,1519.05,1519.05
1824,4261,6,24,2,1,30.4,30.4
1824,4277,6,44,2,1,30.4,30.4
1824,4278,6,54,2,1,30.4,30.4
1824,4279,6,21,2,1,30.4,30.4
1824,4425,6,41,2,1,30.4,30.4
1824,4520,6,3,2,1,30.4,30.4
1824,4814,6,34,2,1,30.4,30.4
1824,4820,6,79,2,1,30.4,30.4
1824,4821,6,80,2,1,30.4,30.4
1824,4825,6,28,2,1,30.4,30.4
1692,12796,6,45,8,1,6.6405,6.6405
1692,12797,6,34,8,1,6.6405,6.6405
1692,12798,6,54,8,1,6.6405,6.6405
1692,12801,6,43,8,1,6.6405,6.6405
1692,12802,6,81,8,1,6.6405,6.6405
1692,12803,6,81,8,1,6.6405,6.6405
1692,12806,6,78,8,1,6.6405,6.6405
1692,13238,6,82,8,1,6.6405,6.6405
1692,13276,6,33,8,1,6.6405,6.6405
1692,13448,6,2,8,1,6.6405,6.6405
1692,13449,6,82,8,1,6.6405,6.6405
1692,13450,6,56,8,1,6.6405,6.6405
1692,13452,6,10,8,1,6.6405,6.6405
1692,13491,6,53,8,1,6.6405,6.6405
1692,13493,6,18,8,1,6.6405,6.6405
1692,13619,6,24,8,1,6.6405,6.6405
1692,13620,6,44,8,1,6.6405,6.6405
1692,13621,6,22,8,1,6.6405,6.6405
1692,13649,6,17,8,1,6.6405,6.6405
1692,13652,6,83,8,1,6.6405,6.6405
1692,13653,6,84,8,1,6.6405,6.6405
1692,13738,6,79,8,1,6.6405,6.6405
1692,13741,6,8,8,1,6.6405,6.6405
1692,13742,6,4,8,1,6.6405,6.6405
1692,13744,6,1,8,1,6.6405,6.6405
1692,13746,6,33,8,1,6.6405,6.6405
1143,18813,6,1,7,1,311.6,311.6
2337,18813,6,1,3,1,218.4905,218.4905
413,18813,6,1,9,1,569.05,569.05
1230,18813,6,1,7,1,1453.5,1453.5
1195,18813,6,1,7,1,622.25,622.25
1170,18813,6,1,7,1,601.35,601.35
328,18813,6,1,8,1,246.05,246.05
1037,18813,6,1,6,1,179.075,179.075
899,18813,6,1,8,1,41.8,41.8
753,18813,6,1,1,1,10.925,10.925
2349,18813,6,1,1,1,436.9905,436.9905
854,18813,6,1,1,1,122.55,122.55
902,18813,6,1,8,1,41.8,41.8
1568,18813,6,1,5,1,266.0,266.0
743,18813,6,1,1,1,12.3025,12.3025
2040,18813,6,1,3,1,132.9905,132.9905
1268,18813,6,1,1,1,47.462,47.462
719,18841,6,24,9,1,216.6,216.6
122,18784,6,85,4,1,265.9905,265.9905
2505,18813,6,1,1,1,9.4905,9.4905
1143,18813,6,1,7,2,311.6,623.2
2337,18813,6,1,3,2,218.4905,436.981
413,18813,6,1,9,2,569.05,1138.1
1230,18813,6,1,7,2,1453.5,2907.0
1195,18813,6,1,7,2,622.25,1244.5
1689,12692,6,8,8,2,4.731,9.462
1689,12794,6,29,8,2,4.731,9.462
1692,12800,6,2,8,2,6.6405,13.281
1692,13500,6,37,8,2,6.6405,13.281
1692,13618,6,29,8,2,6.6405,13.281
1170,18813,6,1,7,2,601.35,1202.7
197,18336,6,10,3,2,284.905,569.81
328,18813,6,1,8,2,246.05,492.1
1037,18813,6,1,6,2,179.075,358.15
1830,5079,6,17,3,2,1519.05,3038.1
899,18813,6,1,8,2,41.8,83.6
753,18813,6,1,1,2,10.925,21.85
2349,18813,6,1,1,2,436.9905,873.981
854,18813,6,1,1,2,122.55,245.1
1874,5087,6,2,1,2,1727.1,3454.2
743,18813,6,1,1,2,12.3025,24.605
2040,18813,6,1,3,2,132.9905,265.981
1857,5861,6,41,11,2,2520.255,5040.51
1268,18813,6,1,1,2,47.462,94.924
2505,18813,6,1,1,2,9.4905,18.981
1824,4260,6,12,2,3,30.4,91.19999999999999
2337,18813,6,1,3,3,218.4905,655.4715
1824,4822,6,26,2,3,30.4,91.19999999999999
413,18813,6,1,9,3,569.05,1707.1499999999999
1230,18813,6,1,7,3,1453.5,4360.5
1689,12276,6,39,8,3,4.731,14.193
1689,12329,6,44,8,3,4.731,14.193
1689,12520,6,45,8,3,4.731,14.193
1689,12697,6,53,8,3,4.731,14.193
1692,12805,6,53,8,3,6.6405,19.9215
1692,13237,6,84,8,3,6.6405,19.9215
1692,13651,6,6,8,3,6.6405,19.9215
1692,13737,6,76,8,3,6.6405,19.9215
753,18813,6,1,1,3,10.925,32.775000000000006
2349,18813,6,1,1,3,436.9905,1310.9715
854,18813,6,1,1,3,122.55,367.65
1757,5016,6,36,2,3,53.105,159.315
1757,5222,6,29,2,3,53.105,159.315
902,18813,6,1,8,3,41.8,125.39999999999999
1568,18813,6,1,5,3,266.0,798.0
1857,5867,6,17,11,3,2520.255,7560.765
1268,18813,6,1,1,3,47.462,142.38600000000002
719,18841,6,24,9,3,216.6,649.8
2505,18813,6,1,1,3,9.4905,28.471500000000002
1143,18813,6,1,7,4,311.6,1246.4
1824,4280,6,13,2,4,30.4,121.6
1195,18813,6,1,7,4,622.25,2489.0
1689,12281,6,25,8,4,4.731,18.924
1689,12789,6,12,8,4,4.731,18.924
1692,13451,6,86,8,4,6.6405,26.562
1692,13733,6,25,8,4,6.6405,26.562
1692,13743,6,44,8,4,6.6405,26.562
1170,18813,6,1,7,4,601.35,2405.4
197,18329,6,55,3,4,284.905,1139.62
328,18813,6,1,8,4,246.05,984.2
1830,5074,6,82,3,4,1519.05,6076.2
1874,5082,6,2,1,4,1727.1,6908.4
902,18813,6,1,8,4,41.8,167.2
1568,18813,6,1,5,4,266.0,1064.0
2040,18813,6,1,3,4,132.9905,531.962
719,18841,6,24,9,4,216.6,866.4
2505,18813,6,1,1,4,9.4905,37.962
1690,9329,7,19,8,1,16.1405,16.1405
1690,9330,7,26,8,1,16.1405,16.1405
1690,9336,7,28,8,1,16.1405,16.1405
1690,9337,7,30,8,1,16.1405,16.1405
1690,9338,7,43,8,1,16.1405,16.1405
1690,9339,7,18,8,1,16.1405,16.1405
1690,9341,7,31,8,1,16.1405,16.1405
1690,9345,7,41,8,1,16.1405,16.1405
1690,9346,7,41,8,1,16.1405,16.1405
1690,9347,7,19,8,1,16.1405,16.1405
1690,9348,7,5,8,1,16.1405,16.1405
1690,9361,7,40,8,1,16.1405,16.1405
1690,9365,7,26,8,1,16.1405,16.1405
1690,9367,7,17,8,1,16.1405,16.1405
1690,9368,7,18,8,1,16.1405,16.1405
1690,9462,7,5,8,1,16.1405,16.1405
1690,9476,7,24,8,1,16.1405,16.1405
1690,9477,7,5,8,1,16.1405,16.1405
1690,9478,7,5,8,1,16.1405,16.1405
1690,9636,7,4,8,1,16.1405,16.1405
1690,9637,7,9,8,1,16.1405,16.1405
1690,9645,7,31,8,1,16.1405,16.1405
1690,10272,7,20,8,1,16.1405,16.1405
1690,10288,7,24,8,1,16.1405,16.1405
1690,10289,7,33,8,1,16.1405,16.1405
1690,10294,7,30,8,1,16.1405,16.1405
1690,10295,7,34,8,1,16.1405,16.1405
1690,10301,7,22,8,1,16.1405,16.1405
1690,10317,7,21,8,1,16.1405,16.1405
1690,10325,7,41,8,1,16.1405,16.1405
1690,10327,7,34,8,1,16.1405,16.1405
1690,10328,7,32,8,1,16.1405,16.1405
1690,10420,7,45,8,1,16.1405,16.1405
1690,10434,7,30,8,1,16.1405,16.1405
1690,10435,7,5,8,1,16.1405,16.1405
1690,10436,7,38,8,1,16.1405,16.1405
950,1710,7,21,6,1,275.5,275.5
950,2017,7,4,6,1,275.5,275.5
950,2093,7,33,6,1,275.5,275.5
950,2177,7,16,6,1,275.5,275.5
950,2187,7,24,6,1,275.5,275.5
273,6624,7,27,1,1,322.05,322.05
273,6625,7,17,1,1,322.05,322.05
273,6660,7,29,1,1,322.05,322.05
273,6661,7,16,1,1,322.05,322.05
273,6662,7,39,1,1,322.05,322.05
1786,6343,7,11,2,1,40.85,40.85
1786,6370,7,6,2,1,40.85,40.85
1786,6486,7,82,2,1,40.85,40.85
1786,6487,7,76,2,1,40.85,40.85
1786,6488,7,83,2,1,40.85,40.85
1822,6499,7,34,2,1,30.4,30.4
1822,6519,7,29,2,1,30.4,30.4
1822,6557,7,3,2,1,30.4,30.4
1822,6659,7,27,2,1,30.4,30.4
1822,6664,7,15,2,1,30.4,30.4
1822,6665,7,17,2,1,30.4,30.4
543,18825,7,3,9,1,217.55,217.55
80,18795,7,84,11,1,38.5225,38.5225
976,18814,7,37,6,1,178.6,178.6
2157,18814,7,37,4,1,123.405,123.405
1159,18814,7,37,7,1,1444.0,1444.0
2149,18814,7,37,4,1,154.85,154.85
2303,18814,7,37,9,1,322.05,322.05
1999,18814,7,37,7,1,94.9905,94.9905
897,18814,7,37,8,1,39.6435,39.6435
1389,18814,7,37,1,1,34.1905,34.1905
2331,18814,7,37,3,1,96.8905,96.8905
2035,18814,7,37,3,1,94.9905,94.9905
2200,18814,7,37,4,1,255.075,255.075
939,18814,7,37,8,1,94.05,94.05
1498,18814,7,37,5,1,285.0,285.0
2372,18814,7,37,1,1,379.9905,379.9905
348,18814,7,37,7,1,720.1,720.1
437,18814,7,37,4,1,474.905,474.905
2438,18814,7,37,3,1,42.7405,42.7405
2193,18814,7,37,4,1,218.4905,218.4905
360,18814,7,37,7,1,361.0,361.0
1244,18814,7,37,7,1,169.1,169.1
1260,18814,7,37,1,1,35.1405,35.1405
516,18814,7,37,4,1,85.5,85.5
669,18841,7,24,9,1,178.6,178.6
721,18841,7,24,9,1,235.6,235.6
694,18841,7,24,9,1,96.9,96.9
125,18784,7,85,4,1,136.23,136.23
721,18841,7,24,9,2,235.6,471.2
2157,18814,7,37,4,2,123.405,246.81
1159,18814,7,37,7,2,1444.0,2888.0
897,18814,7,37,8,2,39.6435,79.287
1389,18814,7,37,1,2,34.1905,68.381
2331,18814,7,37,3,2,96.8905,193.781
2200,18814,7,37,4,2,255.075,510.15
939,18814,7,37,8,2,94.05,188.1
1498,18814,7,37,5,2,285.0,570.0
2372,18814,7,37,1,2,379.9905,759.981
437,18814,7,37,4,2,474.905,949.81
2438,18814,7,37,3,2,42.7405,85.481
360,18814,7,37,7,2,361.0,722.0
1244,18814,7,37,7,2,169.1,338.2
80,18795,7,84,11,2,38.5225,77.045
1690,9328,7,21,8,2,16.1405,32.281
1690,10326,7,44,8,2,16.1405,32.281
543,18825,7,3,9,2,217.55,435.1
950,1534,7,4,6,2,275.5,551.0
