2026-07-02 13:56:00 | INFO     | ETL | Started: main
2026-07-02 13:56:07 | INFO     | ETL | Transforming Forecast data...
2026-07-02 13:56:07 | INFO     | ETL | Forecast transformation completed.
2026-07-02 13:56:07 | INFO     | ETL | Finished: transform_forecast (0.01 sec)
2026-07-02 13:56:07 | INFO     | ETL | STEP 4 - Building dimensions...
2026-07-02 13:56:07 | INFO     | ETL | Building dimension tables...
2026-07-02 13:56:07 | INFO     | ETL | Started: _build_dim_product
2026-07-02 13:56:08 | INFO     | ETL |   DIM_Product   : 2495 rows
2026-07-02 13:56:08 | INFO     | ETL | Finished: _build_dim_product (0.15 sec)
2026-07-02 13:56:08 | INFO     | ETL | Started: _build_dim_customer
2026-07-02 13:56:08 | INFO     | ETL |   DIM_Customer  : 8868 rows
2026-07-02 13:56:08 | INFO     | ETL | Finished: _build_dim_customer (0.21 sec)
2026-07-02 13:56:08 | INFO     | ETL | Started: _build_dim_date
2026-07-02 13:56:08 | INFO     | ETL | Finished: _build_dim_date (0.01 sec)
2026-07-02 13:56:08 | INFO     | ETL | Started: _build_dim_geography
2026-07-02 13:56:08 | INFO     | ETL |   DIM_Geography : 306 rows
2026-07-02 13:56:08 | INFO     | ETL | Finished: _build_dim_geography (0.13 sec)
2026-07-02 13:56:08 | INFO     | ETL | Started: _build_dim_brand
2026-07-02 13:56:08 | INFO     | ETL |   DIM_Brand     : 11 rows
2026-07-02 13:56:08 | INFO     | ETL | Finished: _build_dim_brand (0.03 sec)
2026-07-02 13:56:08 | INFO     | ETL | All dimension tables built.
2026-07-02 13:56:08 | INFO     | ETL | STEP 5 - Building fact tables...
2026-07-02 13:56:08 | INFO     | ETL | Building fact tables...
2026-07-02 13:56:08 | INFO     | ETL | Started: build_fact_sales
2026-07-02 13:56:08 | INFO     | ETL | Building FACT_Sales...
2026-07-02 13:56:08 | INFO     | ETL | FACT_Sales created (80238 rows).
2026-07-02 13:56:08 | INFO     | ETL | Finished: build_fact_sales (0.35 sec)
2026-07-02 13:56:08 | INFO     | ETL | Started: build_fact_forecast
2026-07-02 13:56:08 | INFO     | ETL | Building FACT_Forecast...
2026-07-02 13:56:08 | INFO     | ETL | FACT_Forecast created (33 rows).
2026-07-02 13:56:08 | INFO     | ETL | Finished: build_fact_forecast (0.01 sec)
2026-07-02 13:56:08 | INFO     | ETL | Fact tables created successfully.
2026-07-02 13:56:08 | INFO     | ETL | STEP 6 - Saving output files...
2026-07-02 13:56:08 | INFO     | ETL | Started: save_dimensions
2026-07-02 13:56:08 | INFO     | ETL | Saving dimension tables...
2026-07-02 13:56:08 | INFO     | ETL | Saved DIM_Product.csv (2495 rows).
2026-07-02 13:56:08 | INFO     | ETL | Saved DIM_Customer.csv (8868 rows).
2026-07-02 13:56:08 | INFO     | ETL | Saved DIM_Date.csv (731 rows).
2026-07-02 13:56:08 | INFO     | ETL | Saved DIM_Geography.csv (306 rows).
2026-07-02 13:56:08 | INFO     | ETL | Saved DIM_Brand.csv (11 rows).
2026-07-02 13:56:08 | INFO     | ETL | Dimension tables saved.
2026-07-02 13:56:08 | INFO     | ETL | Finished: save_dimensions (0.08 sec)
2026-07-02 13:56:08 | INFO     | ETL | Started: save_facts
2026-07-02 13:56:08 | INFO     | ETL | Saving fact tables...
2026-07-02 13:56:09 | INFO     | ETL | Saved FACT_Sales.csv (80238 rows).
2026-07-02 13:56:09 | INFO     | ETL | Saved FACT_Forecast.csv (33 rows).
2026-07-02 13:56:09 | INFO     | ETL | Fact tables saved.
2026-07-02 13:56:09 | INFO     | ETL | Finished: save_facts (0.29 sec)
2026-07-02 13:56:09 | INFO     | ETL | ============================================================
2026-07-02 13:56:09 | INFO     | ETL | ETL Pipeline Completed Successfully
2026-07-02 13:56:09 | INFO     | ETL | Execution Time : 8.72 seconds
2026-07-02 13:56:09 | INFO     | ETL | ============================================================
2026-07-02 13:56:09 | INFO     | ETL | Finished: main (8.83 sec)
